Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2015-11-16;10:37:49;ZPc020;0000;2.5;AFF1FF412FF---1FF-------------;;398.3604;-0.1486862;-0.1355961;14033;-834.902;-841.0192;749.64;97.67;317;304;22.99;23.03;22.13;22.99;0.0;0.6;0.8;7;;;;;;;398.21;13198.1;;;;28;;;;;;;;;;;
2015-11-16;11:43:01;ZPi005;0000;2.5;AFF1FF312FF---1FF-------------;;999.7049;-5.799963E-03;;14038.51;-804.1544;;749.62;97.66;385;369;22.98;23.33;22.27;23.05;1998.6;0.9;1.0;7;;;;;;;999.85;14069.3;;;;51;;;;;;;;;;;
2015-11-16;11:47:01;MP_020;0001;2.5;AFF1FF312FF---1FF-------------; CO2 Curve;994.71;-5.799963E-03;-8.547029;14033.19;-804.1544;318.8204;749.59;97.64;375;358;22.99;23.31;22.40;23.03;1999.2;0.8;0.9;7;52.73;3.41889;14.4779;236.1454;22.23801;818.8784;986.17;15156.2;;;;49;;;;;;;;;;;
2015-11-16;11:48:01;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;1000.212;-5.799963E-03;-8.853836;14025.93;-804.1544;324.8241;749.55;97.65;375;358;22.98;23.31;22.38;23.02;1999.2;1.0;0.8;7;52.74;3.436997;14.46243;237.65;23.12092;819.1675;991.36;15154.9;;;;48;;;;;;;;;;;
2015-11-16;11:49:01;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;999.976;-5.799963E-03;-8.813449;14027.41;-804.1544;330.3665;749.54;97.65;374;358;22.99;23.30;22.37;23.03;1999.2;0.9;0.8;7;52.75;3.453828;14.45437;238.947;22.98331;820.691;991.17;15161.9;;;;48;;;;;;;;;;;
2015-11-16;11:50:01;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;999.5919;-5.799963E-03;-8.827963;14025.42;-804.1544;334.9591;749.61;97.64;374;358;22.99;23.31;22.39;23.02;1999.4;0.8;0.8;7;52.75;3.468157;14.46308;239.7939;23.01658;820.599;990.77;15164.5;;;;48;;;;;;;;;;;
2015-11-16;11:51:01;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;997.9613;-5.799963E-03;-9.023401;14025.82;-804.1544;337.8085;749.62;97.64;374;357;22.98;23.30;22.31;23.02;1999.3;0.9;0.8;7;52.79;3.476868;14.44171;240.7518;23.6005;815.6913;988.94;15167.8;;;;48;;;;;;;;;;;
2015-11-16;11:54:06;ZPi005;0000;2.5;AFF1FF312FF---1FF-------------;;799.4994;-2.933497E-02;;14043.44;-806.8084;;749.71;97.65;374;357;22.98;23.31;22.35;23.01;1999.4;0.9;0.9;7;;;;;;;799.48;14040.8;;;;49;;;;;;;;;;;
2015-11-16;11:58:06;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;799.7166;-2.933497E-02;-8.947378;14031.16;-806.8084;371.8502;749.62;97.64;375;359;22.99;23.28;22.35;23.01;1999.3;0.9;0.8;7;52.91;3.58879;14.36205;249.8801;23.90272;625.7057;790.80;15209.8;;;;50;;;;;;;;;;;
2015-11-16;11:59:06;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;799.4264;-2.933497E-02;-9.354723;14034.18;-806.8084;377.3985;749.62;97.64;376;360;22.99;23.28;22.39;23.01;1999.3;0.9;0.8;7;52.93;3.605671;14.35549;251.1702;25.11297;618.3552;790.10;15218.4;;;;48;;;;;;;;;;;
2015-11-16;12:00:06;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;799.8773;-2.933497E-02;-9.274466;14028.52;-806.8084;388.1741;749.59;97.64;376;360;22.99;23.27;22.36;23.00;1999.2;0.9;0.8;7;52.95;3.638354;14.33832;253.7503;24.84346;622.1003;790.63;15223.5;;;;48;;;;;;;;;;;
2015-11-16;12:01:06;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;799.1994;-2.933497E-02;-9.148529;14035.19;-806.8084;391.0845;749.58;97.64;376;360;22.99;23.28;22.33;22.99;1999.2;0.7;0.9;7;52.99;3.647238;14.33467;254.4346;24.46075;624.2913;790.08;15233.1;;;;48;;;;;;;;;;;
2015-11-16;12:02:06;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;799.8793;-2.933497E-02;-8.997561;14038.41;-806.8084;398.0256;749.53;97.64;376;360;22.99;23.27;22.34;23.01;1999.1;0.9;0.7;7;53.02;3.668173;14.31448;256.2562;23.98678;629.0337;790.91;15243.3;;;;48;;;;;;;;;;;
2015-11-16;12:05:11;ZPi005;0000;2.5;AFF1FF312FF---1FF-------------;;599.6789;0.1204392;;14034.82;-810.371;;749.45;97.60;378;362;22.99;23.26;22.33;22.99;1999.2;0.9;1.0;7;;;;;;;599.83;14031.3;;;;48;;;;;;;;;;;
2015-11-16;12:09:11;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;599.348;0.1204392;-8.11348;14028.74;-810.371;448.8157;749.53;97.63;379;363;22.99;23.24;22.32;22.98;1999.1;0.9;0.8;7;53.19;3.833793;14.21949;269.6153;22.42;449.8459;591.11;15287.9;;;;48;;;;;;;;;;;
2015-11-16;12:10:11;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;599.8156;0.1204392;-8.151838;14000.22;-810.371;466.8345;749.55;97.62;379;362;22.99;23.24;22.39;22.99;1999.0;0.9;0.8;7;53.14;3.888735;14.23755;273.1322;22.50163;451.442;591.54;15277.4;;;;47;;;;;;;;;;;
2015-11-16;12:11:11;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;600.0814;0.1204392;-8.277936;13985.77;-810.371;479.3709;749.54;97.60;379;363;22.98;23.23;22.41;22.99;1999.0;1.0;0.9;7;53.14;3.926856;14.21538;276.2399;22.85634;451.0456;591.68;15275.5;;;;47;;;;;;;;;;;
2015-11-16;12:12:11;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;599.486;0.1204392;-8.336518;13966.22;-810.371;492.3872;749.59;97.59;380;364;22.99;23.23;22.40;22.99;1999.2;0.9;0.8;7;53.09;3.966715;14.22436;278.8678;23.01262;450.7369;591.03;15269.0;;;;48;;;;;;;;;;;
2015-11-16;12:13:11;MP_020;0001;2.5;AFF1FF312FF---1FF-------------;;599.1938;0.1204392;-8.353536;14019.9;-810.371;507.33;749.57;97.59;380;363;22.99;23.22;22.38;22.98;1999.3;0.8;0.9;7;53.34;4.012375;14.1472;283.6162;23.03715;452.4948;590.72;15337.6;;;;48;;;;;;;;;;;
2015-11-16;12:16:16;ZPi005;0000;2.5;AFF1FF312FF---1FF-------------;;399.8846;-4.963643E-03;;14041.14;-816.4907;;749.61;97.60;381;365;22.98;23.21;22.39;22.98;1999.6;0.9;0.6;7;;;;;;;399.76;14035.0;;;;48;;;;;;;;;;;
