Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2015-11-19;10:34:41;ZPi005;0000;2.5;AFF1FF712FF---1FF-------------;;999.0237;0.1270722;;14022.8;-823.3703;;749.68;97.78;398;381;22.99;23.71;22.69;23.06;1999.2;0.9;0.8;7;;;;;;;999.21;14101.6;;;;48;;;;;;;;;;;
2015-11-19;10:38:41;MP_020;0001;2.5;AFF1FF712FF---1FF-------------; CO2 Curve;999.7096;0.1270722;-8.279469;14030.61;-823.3703;-341.1046;749.56;97.78;397;380;22.99;23.65;22.71;23.04;1999.2;1.0;0.9;7;50.56;1.467238;15.70574;93.42052;23.75028;575.5104;991.30;14512.9;;;;47;;;;;;;;;;;
2015-11-19;10:39:41;MP_020;0001;2.5;AFF1FF712FF---1FF-------------;;999.5375;0.1270722;-8.382504;14022.5;-823.3703;-317.9277;749.56;97.78;398;381;22.98;23.62;22.73;23.04;1999.5;0.9;0.9;7;50.64;1.537772;15.64157;98.31317;23.98966;591.066;991.03;14527.9;;;;48;;;;;;;;;;;
2015-11-19;10:40:41;MP_020;0001;2.5;AFF1FF712FF---1FF-------------;;998.903;0.1270722;-8.398542;14021.35;-823.3703;-289.6467;749.63;97.78;398;381;22.98;23.59;22.70;23.03;1999.0;1.0;0.7;7;50.75;1.624012;15.5633;104.3488;23.95574;612.7812;990.38;14555.1;;;;47;;;;;;;;;;;
2015-11-19;10:41:41;MP_020;0001;2.5;AFF1FF712FF---1FF-------------;;999.7111;0.1270722;-8.595508;14025.48;-823.3703;-261.2885;749.63;97.78;398;381;22.98;23.57;22.63;23.04;1999.4;0.9;0.9;7;50.85;1.710372;15.49493;110.3827;24.46;625.7637;990.99;14587.6;;;;47;;;;;;;;;;;
2015-11-19;10:42:41;MP_020;0001;2.5;AFF1FF712FF---1FF-------------;;999.2785;0.1270722;-8.603885;14016.84;-823.3703;-233.1616;749.60;97.78;398;381;22.98;23.55;22.73;23.03;1999.4;1.0;0.8;7;50.91;1.795914;15.42334;116.4413;24.39995;643.99;990.55;14607.1;;;;44;;;;;;;;;;;
2015-11-19;10:45:46;ZPi005;0000;2.5;AFF1FF712FF---1FF-------------;;799.4954;0.1848138;;14023.29;-824.7738;;749.67;97.77;399;382;22.98;23.46;22.70;23.03;1998.8;0.7;0.8;7;;;;;;;799.55;14021.9;;;;47;;;;;;;;;;;
2015-11-19;10:49:46;MP_020;0001;2.5;AFF1FF712FF---1FF-------------;;799.8044;0.1848138;-8.929613;14010.25;-824.7738;-25.20765;749.55;97.77;400;383;22.98;23.37;22.74;23.00;1999.3;0.9;0.9;7;51.61;2.433309;14.88551;163.4683;25.40303;532.8976;790.69;14809.8;;;;45;;;;;;;;;;;
2015-11-19;10:50:46;MP_020;0001;2.5;AFF1FF712FF---1FF-------------;;798.9835;0.1848138;-8.976988;14015.15;-824.7738;-7.787759;749.63;97.77;400;383;22.99;23.37;22.70;23.01;1999.0;0.9;0.8;7;51.67;2.486634;14.87418;167.1779;25.50788;536.4113;789.82;14832.1;;;;46;;;;;;;;;;;
