Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2015-11-10;16:22:59;ZPi005;0000;2.5;AFF1FF712FF---1FF-------------;;999.7795;-0.7125968;;14029.11;-100.2216;;749.62;97.98;422;405;22.99;23.59;22.99;23.03;1999.6;0.9;0.8;7;;;;;;;999.56;14032.1;;;;44;;;;;;;;;;;
2015-11-10;16:26:59;MP_020;0001;2.5;AFF1FF712FF---1FF-------------; CO2 Curve;1000.005;-0.7125968;-11.21068;14030.98;-100.2216;836.8564;749.63;97.98;422;405;22.98;23.58;23.00;23.01;1999.4;1.0;0.8;7;52.27;2.852533;15.06319;189.3711;28.65598;733.2042;989.51;14968.1;;;;44;;;;;;;;;;;
2015-11-10;16:27:59;MP_020;0001;2.5;AFF1FF712FF---1FF-------------;;999.8641;-0.7125968;-11.1962;14032.24;-100.2216;835.8685;749.52;97.98;421;404;22.98;23.58;22.98;23.02;1999.2;1.3;0.8;7;52.27;2.849105;15.05211;189.2828;28.61168;733.3475;989.38;14968.3;;;;43;;;;;;;;;;;
2015-11-10;16:28:59;MP_020;0001;2.5;AFF1FF612FF---1FF-------------;;999.4927;-0.7125968;-11.16425;14032.83;-100.2216;835.5195;749.53;97.98;421;404;22.99;23.59;22.99;23.02;1999.4;0.9;0.8;7;52.25;2.848083;15.06971;188.9939;28.51831;733.3981;989.04;14968.6;;;;44;;;;;;;;;;;
2015-11-10;16:29:59;MP_020;0001;2.5;AFF1FF712FF---1FF-------------;;999.7731;-0.7125968;-11.21356;14029.52;-100.2216;839.4305;749.54;97.98;422;404;22.98;23.58;23.00;23.03;1999.3;1.1;0.6;7;52.27;2.860044;15.05684;189.9498;28.65426;733.7081;989.27;14969.2;;;;44;;;;;;;;;;;
2015-11-10;16:30:59;MP_020;0001;2.5;AFF1FF612FF---1FF-------------;;999.8809;-0.7125968;-11.20262;14028.89;-100.2216;835.6836;749.49;97.98;421;404;22.99;23.59;22.98;23.01;1999.4;0.9;0.7;7;52.24;2.848423;15.0795;188.8937;28.63035;732.6887;989.39;14964.8;;;;44;;;;;;;;;;;
2015-11-10;16:34:04;ZPi005;0000;2.5;AFF1FF712FF---1FF-------------;;800.735;-0.6743963;;14035.97;-108.0543;;749.55;97.99;421;404;22.99;23.59;22.98;23.02;1999.0;0.9;0.9;7;;;;;;;800.77;14028.1;;;;42;;;;;;;;;;;
2015-11-10;16:38:04;MP_020;0001;2.5;AFF1FF612FF---1FF-------------;;799.877;-0.6743963;-11.72515;14030.86;-108.0543;841.9757;749.54;98.00;420;403;22.99;23.58;22.99;23.00;1999.2;1.1;0.8;7;52.31;2.891661;15.03543;192.3231;30.85089;523.197;788.83;14980.9;;;;42;;;;;;;;;;;
2015-11-10;16:39:04;MP_020;0001;2.5;AFF1FF612FF---1FF-------------;;799.3358;-0.6743963;-11.72716;14031.56;-108.0543;845.4772;749.53;98.01;420;402;22.99;23.58;23.00;22.99;1999.5;1.0;0.8;7;52.32;2.9023;15.03575;193.0266;30.84976;523.5765;788.28;14985.1;;;;44;;;;;;;;;;;
2015-11-10;16:40:04;MP_020;0001;2.5;AFF1FF612FF---1FF-------------;;799.7615;-0.6743963;-11.73499;14035.76;-108.0543;845.5492;749.52;98.01;419;401;22.99;23.58;22.98;23.00;1999.4;0.9;0.8;7;52.34;2.902492;15.01652;193.2866;30.87142;524.163;788.70;14989.4;;;;43;;;;;;;;;;;
2015-11-10;16:41:04;MP_020;0001;2.5;AFF1FF612FF---1FF-------------;;799.963;-0.6743963;-11.68918;14032.92;-108.0543;838.4896;749.52;98.01;420;402;22.99;23.57;23.00;22.99;1999.3;1.1;0.7;7;52.31;2.880975;15.01881;191.8245;30.75033;523.4984;788.95;14979.5;;;;41;;;;;;;;;;;
2015-11-10;16:42:04;MP_020;0001;2.5;AFF1FF612FF---1FF-------------;;799.5359;-0.6743963;-11.71811;14026.77;-108.0543;840.2485;749.52;98.02;420;403;22.99;23.57;22.99;23.00;1999.5;1.3;0.8;7;52.30;2.886296;15.02425;192.1092;30.83395;522.7424;788.49;14975.1;;;;44;;;;;;;;;;;
2015-11-10;16:45:09;ZPi005;0000;2.5;AFF1FF612FF---1FF-------------;;599.8027;-0.4519884;;14027.1;-110.5962;;749.49;98.02;419;402;23.00;23.59;22.94;22.99;1999.4;0.9;0.8;7;;;;;;;600.03;14024.6;;;;44;;;;;;;;;;;
2015-11-10;16:49:09;MP_020;0001;2.5;AFF1FF612FF---1FF-------------;;599.776;-0.4519884;-10.1433;14030.8;-110.5962;852.2864;749.60;98.02;419;402;22.99;23.58;22.99;22.99;1999.4;1.0;0.9;7;52.36;2.931048;15.01552;195.2012;27.32879;360.5458;590.08;14993.7;;;;43;;;;;;;;;;;
