Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2015-11-12;10:22:11;ZPi005;0000;2.5;AFF1FF512FF---1FF-------------;;999.2651;-0.922084;;14039.28;-116.655;;749.42;98.05;384;368;22.98;23.52;22.19;23.04;1999.2;0.9;0.8;7;;;;;;;998.85;14107.5;;;;44;;;;;;;;;;;
2015-11-12;10:26:11;MP_020;0001;2.5;AFF1FF512FF---1FF-------------; CO2 Curve;999.2372;-0.922084;-13.19068;14033.8;-116.655;741.5929;749.55;98.04;385;369;22.99;23.51;22.16;23.04;1999.2;0.9;0.8;7;52.02;2.612113;14.98562;174.3079;34.20584;661.5681;986.97;14892.1;;;;43;;;;;;;;;;;
2015-11-12;10:27:11;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;998.9758;-0.922084;-13.17537;14038.64;-116.655;741.2757;749.59;98.04;385;368;22.99;23.50;22.14;23.03;1999.1;0.9;0.9;7;52.04;2.611277;14.97075;174.4253;34.16306;661.928;986.72;14896.6;;;;40;;;;;;;;;;;
2015-11-12;10:28:11;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;999.5459;-0.922084;-13.17142;14041.12;-116.655;745.3325;749.56;98.04;385;369;22.99;23.51;22.23;23.02;1999.4;0.8;0.8;7;52.04;2.623546;14.9777;175.1635;34.13626;663.989;987.30;14903.1;;;;41;;;;;;;;;;;
2015-11-12;10:29:11;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;999.2977;-0.922084;-13.28231;14039.35;-116.655;748.1779;749.59;98.04;385;369;22.99;23.50;22.18;23.03;1999.1;0.8;0.8;7;52.07;2.632314;14.95766;175.9844;34.46251;662.2066;986.94;14904.2;;;;43;;;;;;;;;;;
2015-11-12;10:30:11;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;999.1218;-0.922084;-13.25573;14024.37;-116.655;759.2597;749.59;98.04;385;369;22.99;23.51;22.16;23.02;1999.1;0.9;0.8;7;52.03;2.666048;14.97573;178.0246;34.35012;666.472;986.79;14900.3;;;;40;;;;;;;;;;;
2015-11-12;10:33:16;ZPi005;0000;2.5;AFF1FF512FF---1FF-------------;;799.2662;-0.8115791;;14035.58;-119.0638;;749.75;98.03;385;369;22.99;23.51;22.17;23.02;1999.6;0.9;0.9;7;;;;;;;799.38;14033.2;;;;40;;;;;;;;;;;
2015-11-12;10:37:16;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;799.7411;-0.8115791;-13.62824;14019.63;-119.0638;773.6857;749.54;98.03;386;370;22.99;23.50;22.19;23.00;1999.4;0.9;0.8;7;52.08;2.717137;14.95478;181.6902;36.2884;460.7962;786.92;14912.4;;;;41;;;;;;;;;;;
2015-11-12;10:38:16;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;799.5743;-0.8115791;-13.64792;14037.03;-119.0638;765.3604;749.67;98.03;386;370;22.99;23.49;22.15;23.00;1999.3;0.9;0.8;7;52.11;2.692278;14.91275;180.5353;36.37397;457.9534;786.74;14921.5;;;;40;;;;;;;;;;;
