Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2015-11-12;13:58:42;ZPi005;0000;2.5;AFF1FF512FF---1FF-------------;;999.3836;-0.7558764;;14021.34;-116.7908;;749.47;97.71;394;377;22.99;23.62;22.36;23.06;1999.0;1.3;0.7;7;;;;;;;999.21;14011.6;;;;40;;;;;;;;;;;
2015-11-12;14:02:42;MP_020;0001;2.5;AFF1FF512FF---1FF-------------; CO2 Curve;999.6028;-0.7558764;-11.87205;14009.31;-116.7908;713.9193;749.64;97.71;394;377;22.99;23.59;22.37;23.03;1999.3;1.0;0.8;7;51.67;2.528471;15.29452;165.3187;30.83333;677.657;988.49;14840.0;;;;40;;;;;;;;;;;
2015-11-12;14:03:42;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;1000.022;-0.7558764;-11.95694;14010.28;-116.7908;725.9449;749.58;97.71;394;378;22.99;23.59;22.36;23.02;1999.4;0.9;0.8;7;51.70;2.564893;15.28232;167.834;31.04821;680.3341;988.82;14853.0;;;;40;;;;;;;;;;;
2015-11-12;14:04:42;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;999.1625;-0.7558764;-11.92034;14013.47;-116.7908;734.9708;749.56;97.71;394;378;22.99;23.58;22.38;23.02;1999.0;0.9;0.8;7;51.75;2.592337;15.24126;170.0868;30.91273;684.5891;988.00;14865.2;;;;43;;;;;;;;;;;
2015-11-12;14:05:42;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;999.723;-0.7558764;-11.97435;14016.53;-116.7908;745.9567;749.61;97.71;394;378;22.99;23.58;22.34;23.01;1999.3;1.0;0.9;7;51.79;2.62597;15.23098;172.4097;31.04214;687.7148;988.50;14879.3;;;;40;;;;;;;;;;;
2015-11-12;14:06:42;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;998.9162;-0.7558764;-11.93044;14020.71;-116.7908;753.5496;749.64;97.71;394;377;22.99;23.58;22.32;23.02;1999.4;0.9;0.7;7;51.84;2.649232;15.20981;174.1792;30.89104;691.1547;987.74;14891.1;;;;40;;;;;;;;;;;
2015-11-12;14:09:47;ZPi005;0000;2.5;AFF1FF512FF---1FF-------------;;799.0812;-0.7270023;;14018.08;-116.7445;;749.67;97.71;394;377;22.99;23.57;22.38;23.02;1999.4;0.9;0.8;7;;;;;;;799.11;14018.1;;;;40;;;;;;;;;;;
2015-11-12;14:13:47;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;799.9392;-0.7270023;-12.50759;14015.79;-116.7445;817.2539;749.56;97.71;395;378;22.99;23.54;22.36;23.00;1999.4;0.9;0.7;7;52.03;2.842869;15.08987;188.3958;33.0806;499.0857;788.16;14949.8;;;;40;;;;;;;;;;;
2015-11-12;14:14:47;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;799.7173;-0.7270023;-12.44149;14023.43;-116.7445;825.9039;749.54;97.71;394;377;22.99;23.54;22.31;23.00;1999.3;0.9;0.8;7;52.11;2.869135;15.06032;190.5096;32.86081;503.7459;788.00;14966.1;;;;43;;;;;;;;;;;
2015-11-12;14:15:47;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;799.9366;-0.7270023;-12.55043;14016.02;-116.7445;835.5142;749.59;97.71;395;378;22.99;23.52;22.35;23.01;1999.5;1.0;0.8;7;52.11;2.898609;15.02591;192.9074;33.16657;504.7496;788.11;14968.3;;;;40;;;;;;;;;;;
2015-11-12;14:16:47;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;799.4095;-0.7270023;-12.54865;14020.76;-116.7445;844.5685;749.67;97.70;394;377;22.99;23.52;22.32;23.01;1999.2;1.0;0.8;7;52.16;2.926501;15.01723;194.8762;33.14429;507.0997;787.59;14982.1;;;;41;;;;;;;;;;;
2015-11-12;14:17:47;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;800.0306;-0.7270023;-12.58888;14020.53;-116.7445;852.6424;749.63;97.71;394;378;22.99;23.51;22.36;23.00;1999.5;0.9;0.8;7;52.18;2.95097;14.99418;196.8077;33.24233;509.4958;788.17;14989.9;;;;40;;;;;;;;;;;
2015-11-12;14:20:52;ZPi005;0000;2.5;AFF1FF512FF---1FF-------------;;599.3904;-0.4936389;;14017.6;-123.4854;;749.66;97.70;394;378;22.99;23.50;22.35;23.01;1999.6;0.9;0.7;7;;;;;;;599.62;14010.9;;;;40;;;;;;;;;;;
2015-11-12;14:24:52;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;599.3111;-0.4936389;-10.99567;14013.72;-123.4854;926.7101;749.59;97.71;396;379;22.99;23.46;22.33;22.99;1999.5;1.0;0.8;7;52.44;3.197037;14.82739;215.617;29.60656;363.5891;588.81;15063.9;;;;40;;;;;;;;;;;
2015-11-12;14:25:52;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;599.4309;-0.4936389;-11.08042;14023.71;-123.4854;939.1641;749.42;97.70;395;379;22.99;23.46;22.33;22.99;1999.4;0.9;0.8;7;52.51;3.234287;14.79918;218.5449;29.8314;364.8947;588.84;15086.4;;;;40;;;;;;;;;;;
2015-11-12;14:26:52;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;599.9366;-0.4936389;-11.14029;14020.3;-123.4854;955.5928;749.50;97.71;396;379;22.99;23.45;22.35;22.99;1999.4;0.9;0.7;7;52.56;3.284681;14.76431;222.4744;29.98311;368.0225;589.29;15099.4;;;;40;;;;;;;;;;;
2015-11-12;14:27:52;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;599.3655;-0.4936389;-11.1986;14020.11;-123.4854;970.9709;749.55;97.70;396;379;22.99;23.44;22.36;22.99;1999.2;0.9;0.8;7;52.61;3.331758;14.73812;226.064;30.13434;369.6956;588.66;15114.6;;;;40;;;;;;;;;;;
2015-11-12;14:28:52;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;600.1465;-0.4936389;-11.26531;14021.37;-123.4854;982.0748;749.51;97.70;396;379;22.99;23.43;22.38;22.98;1999.2;0.9;0.8;7;52.66;3.365427;14.70564;228.8528;30.31045;371.7361;589.37;15126.9;;;;41;;;;;;;;;;;
2015-11-12;14:31:57;ZPi005;0000;2.5;AFF1FF512FF---1FF-------------;;399.7319;-0.5015236;;14025.59;-125.0493;;749.49;97.70;396;380;22.99;23.42;22.37;22.99;1999.4;0.9;0.7;7;;;;;;;399.72;14024.0;;;;40;;;;;;;;;;;
2015-11-12;14:35:57;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;399.9648;-0.5015236;-8.741554;14024.81;-125.0493;1095.344;749.55;97.70;397;381;22.99;23.37;22.37;22.98;1999.3;1.0;0.8;7;53.08;3.715631;14.47265;256.7346;23.24976;243.2835;391.72;15245.2;;;;40;;;;;;;;;;;
2015-11-12;14:36:57;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;399.8495;-0.5015236;-8.797313;14016.03;-125.0493;1117.883;749.59;97.70;396;380;22.99;23.36;22.39;22.99;1999.2;0.9;0.9;7;53.11;3.78453;14.43705;262.1401;23.39207;245.177;391.55;15259.0;;;;40;;;;;;;;;;;
2015-11-12;14:37:57;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;399.7508;-0.5015236;-8.86617;14011.69;-125.0493;1135.843;749.56;97.70;396;380;22.99;23.34;22.36;22.98;1999.4;0.9;0.8;7;53.15;3.839094;14.39629;266.6725;23.57667;246.3049;391.39;15272.6;;;;40;;;;;;;;;;;
2015-11-12;14:38:57;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;399.8021;-0.5015236;-8.929626;14010.08;-125.0493;1150.167;749.53;97.70;396;380;22.99;23.32;22.35;22.98;1999.3;0.9;0.8;7;53.20;3.882622;14.34792;270.6052;23.74906;247.3162;391.37;15285.3;;;;40;;;;;;;;;;;
2015-11-12;14:39:57;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;399.9508;-0.5015236;-8.99569;14010.92;-125.0493;1166.421;749.52;97.70;396;380;22.99;23.32;22.40;22.99;1999.3;0.9;0.8;7;53.27;3.932096;14.32602;274.4724;23.9269;248.3159;391.46;15302.4;;;;40;;;;;;;;;;;
2015-11-12;14:43:02;ZPi005;0000;2.5;AFF1FF512FF---1FF-------------;;299.8446;-0.4704433;;14019.48;-128.9235;;749.46;97.70;397;381;22.99;23.32;22.32;23.00;1998.8;0.9;0.7;7;;;;;;;299.88;14015.6;;;;40;;;;;;;;;;;
2015-11-12;14:47:02;MP_020;0001;2.5;AFF1FF512FF---1FF-------------;;299.763;-0.4704433;-7.594209;14006.82;-128.9235;1268.92;749.53;97.69;397;380;22.99;23.27;22.36;22.99;1999.2;0.9;0.8;7;53.60;4.25649;14.14147;300.9935;20.11238;183.152;292.64;15404.7;;;;40;;;;;;;;;;;
